plume_index,time_index,Distance,Velocity,Area,Threshold,Sample Name,Sample ID
0,0,0,0.0,0.0,200,G2,YG066
0,1,0,0.0,0.0,200,G2,YG066
0,2,62,62.0,2506.0,200,G2,YG066
0,3,102,40.0,4265.0,200,G2,YG066
0,4,143,41.0,10125.0,200,G2,YG066
0,5,165,22.0,14752.0,200,G2,YG066
0,6,184,19.0,17743.0,200,G2,YG066
0,7,197,13.0,18530.0,200,G2,YG066
0,8,207,10.0,17240.0,200,G2,YG066
0,9,213,6.0,15300.0,200,G2,YG066
0,10,218,5.0,12667.0,200,G2,YG066
0,11,222,4.0,9363.0,200,G2,YG066
0,12,224,2.0,5717.0,200,G2,YG066
0,13,224,0.0,2071.0,200,G2,YG066
0,14,224,0.0,0.0,200,G2,YG066
0,15,224,0.0,0.0,200,G2,YG066
0,16,224,0.0,0.0,200,G2,YG066
0,17,224,0.0,0.0,200,G2,YG066
0,18,224,0.0,0.0,200,G2,YG066
0,19,224,0.0,0.0,200,G2,YG066
0,20,224,0.0,0.0,200,G2,YG066
0,21,224,0.0,0.0,200,G2,YG066
0,22,224,0.0,0.0,200,G2,YG066
0,23,224,0.0,0.0,200,G2,YG066
0,24,224,0.0,0.0,200,G2,YG066
0,25,224,0.0,0.0,200,G2,YG066
0,26,224,0.0,0.0,200,G2,YG066
0,27,224,0.0,0.0,200,G2,YG066
0,28,224,0.0,0.0,200,G2,YG066
0,29,224,0.0,0.0,200,G2,YG066
0,30,224,0.0,0.0,200,G2,YG066
0,31,224,0.0,0.0,200,G2,YG066
0,32,224,0.0,0.0,200,G2,YG066
0,33,224,0.0,0.0,200,G2,YG066
0,34,224,0.0,0.0,200,G2,YG066
0,35,224,0.0,0.0,200,G2,YG066
0,36,224,0.0,0.0,200,G2,YG066
0,37,224,0.0,0.0,200,G2,YG066
0,38,224,0.0,0.0,200,G2,YG066
0,39,224,0.0,0.0,200,G2,YG066
0,40,224,0.0,0.0,200,G2,YG066
0,41,224,0.0,0.0,200,G2,YG066
0,42,224,0.0,0.0,200,G2,YG066
0,43,224,0.0,0.0,200,G2,YG066
