plume_index,time_index,Distance,Velocity,Area,Threshold,Sample Name,Sample ID
0,0,0,0.0,0.0,200,G1,YG065
0,1,0,0.0,0.0,200,G1,YG065
0,2,56,56.0,2074.0,200,G1,YG065
0,3,95,39.0,3144.0,200,G1,YG065
0,4,138,43.0,9039.0,200,G1,YG065
0,5,164,26.0,14042.0,200,G1,YG065
0,6,183,19.0,17651.0,200,G1,YG065
0,7,197,14.0,19028.0,200,G1,YG065
0,8,207,10.0,18180.0,200,G1,YG065
0,9,213,6.0,16396.0,200,G1,YG065
0,10,218,5.0,13896.0,200,G1,YG065
0,11,222,4.0,10602.0,200,G1,YG065
0,12,225,3.0,6761.0,200,G1,YG065
0,13,225,0.0,2945.0,200,G1,YG065
0,14,225,0.0,0.0,200,G1,YG065
0,15,225,0.0,0.0,200,G1,YG065
0,16,225,0.0,0.0,200,G1,YG065
0,17,225,0.0,0.0,200,G1,YG065
0,18,225,0.0,0.0,200,G1,YG065
0,19,225,0.0,0.0,200,G1,YG065
0,20,225,0.0,0.0,200,G1,YG065
0,21,225,0.0,0.0,200,G1,YG065
0,22,225,0.0,0.0,200,G1,YG065
0,23,225,0.0,0.0,200,G1,YG065
0,24,225,0.0,0.0,200,G1,YG065
0,25,225,0.0,0.0,200,G1,YG065
0,26,225,0.0,0.0,200,G1,YG065
0,27,225,0.0,0.0,200,G1,YG065
0,28,225,0.0,0.0,200,G1,YG065
0,29,225,0.0,0.0,200,G1,YG065
0,30,225,0.0,0.0,200,G1,YG065
0,31,225,0.0,0.0,200,G1,YG065
0,32,225,0.0,0.0,200,G1,YG065
0,33,225,0.0,0.0,200,G1,YG065
0,34,225,0.0,0.0,200,G1,YG065
0,35,225,0.0,0.0,200,G1,YG065
0,36,225,0.0,0.0,200,G1,YG065
0,37,225,0.0,0.0,200,G1,YG065
0,38,225,0.0,0.0,200,G1,YG065
0,39,225,0.0,0.0,200,G1,YG065
0,40,225,0.0,0.0,200,G1,YG065
0,41,225,0.0,0.0,200,G1,YG065
0,42,225,0.0,0.0,200,G1,YG065
0,43,225,0.0,0.0,200,G1,YG065
0,44,225,0.0,0.0,200,G1,YG065
0,45,225,0.0,0.0,200,G1,YG065
0,46,225,0.0,0.0,200,G1,YG065
0,47,225,0.0,0.0,200,G1,YG065
0,48,225,0.0,0.0,200,G1,YG065
0,49,225,0.0,0.0,200,G1,YG065
0,50,225,0.0,0.0,200,G1,YG065
0,51,225,0.0,0.0,200,G1,YG065
0,52,225,0.0,0.0,200,G1,YG065
0,53,225,0.0,0.0,200,G1,YG065
0,54,225,0.0,0.0,200,G1,YG065
0,55,225,0.0,0.0,200,G1,YG065
0,56,225,0.0,0.0,200,G1,YG065
0,57,225,0.0,0.0,200,G1,YG065
0,58,225,0.0,0.0,200,G1,YG065
0,59,225,0.0,0.0,200,G1,YG065
0,60,225,0.0,0.0,200,G1,YG065
0,61,225,0.0,0.0,200,G1,YG065
0,62,225,0.0,0.0,200,G1,YG065
0,63,225,0.0,0.0,200,G1,YG065
0,64,225,0.0,0.0,200,G1,YG065
0,65,225,0.0,0.0,200,G1,YG065
0,66,225,0.0,0.0,200,G1,YG065
0,67,225,0.0,0.0,200,G1,YG065
0,68,225,0.0,0.0,200,G1,YG065
0,69,225,0.0,0.0,200,G1,YG065
0,70,225,0.0,0.0,200,G1,YG065
0,71,225,0.0,0.0,200,G1,YG065
0,72,225,0.0,0.0,200,G1,YG065
0,73,225,0.0,0.0,200,G1,YG065
0,74,225,0.0,0.0,200,G1,YG065
0,75,225,0.0,0.0,200,G1,YG065
0,76,225,0.0,0.0,200,G1,YG065
0,77,225,0.0,0.0,200,G1,YG065
0,78,225,0.0,0.0,200,G1,YG065
0,79,225,0.0,0.0,200,G1,YG065
0,80,225,0.0,0.0,200,G1,YG065
0,81,225,0.0,0.0,200,G1,YG065
0,82,225,0.0,0.0,200,G1,YG065
0,83,225,0.0,0.0,200,G1,YG065
0,84,225,0.0,0.0,200,G1,YG065
0,85,225,0.0,0.0,200,G1,YG065
0,86,225,0.0,0.0,200,G1,YG065
0,87,225,0.0,0.0,200,G1,YG065
0,88,225,0.0,0.0,200,G1,YG065
0,89,225,0.0,0.0,200,G1,YG065
0,90,225,0.0,0.0,200,G1,YG065
0,91,225,0.0,0.0,200,G1,YG065
0,92,225,0.0,0.0,200,G1,YG065
0,93,225,0.0,0.0,200,G1,YG065
0,94,225,0.0,0.0,200,G1,YG065
0,95,225,0.0,0.0,200,G1,YG065
0,96,225,0.0,0.0,200,G1,YG065
0,97,225,0.0,0.0,200,G1,YG065
0,98,225,0.0,0.0,200,G1,YG065
0,99,225,0.0,0.0,200,G1,YG065
0,100,225,0.0,0.0,200,G1,YG065
0,101,225,0.0,0.0,200,G1,YG065
0,102,225,0.0,0.0,200,G1,YG065
0,103,225,0.0,0.0,200,G1,YG065
0,104,225,0.0,0.0,200,G1,YG065
0,105,225,0.0,0.0,200,G1,YG065
0,106,225,0.0,0.0,200,G1,YG065
0,107,225,0.0,0.0,200,G1,YG065
0,108,225,0.0,0.0,200,G1,YG065
0,109,225,0.0,0.0,200,G1,YG065
0,110,225,0.0,0.0,200,G1,YG065
0,111,225,0.0,0.0,200,G1,YG065
0,112,225,0.0,0.0,200,G1,YG065
0,113,225,0.0,0.0,200,G1,YG065
0,114,225,0.0,0.0,200,G1,YG065
0,115,225,0.0,0.0,200,G1,YG065
0,116,225,0.0,0.0,200,G1,YG065
0,117,225,0.0,0.0,200,G1,YG065
0,118,225,0.0,0.0,200,G1,YG065
0,119,225,0.0,0.0,200,G1,YG065
0,120,225,0.0,0.0,200,G1,YG065
0,121,225,0.0,0.0,200,G1,YG065
0,122,225,0.0,0.0,200,G1,YG065
0,123,225,0.0,0.0,200,G1,YG065
0,124,225,0.0,0.0,200,G1,YG065
0,125,225,0.0,0.0,200,G1,YG065
0,126,225,0.0,0.0,200,G1,YG065
0,127,225,0.0,0.0,200,G1,YG065
1,0,0,0.0,0.0,200,G1,YG065
1,1,0,0.0,0.0,200,G1,YG065
1,2,68,68.0,3632.0,200,G1,YG065
1,3,112,44.0,4806.0,200,G1,YG065
1,4,142,30.0,10275.0,200,G1,YG065
1,5,164,22.0,14903.0,200,G1,YG065
1,6,184,20.0,18357.0,200,G1,YG065
1,7,200,16.0,18841.0,200,G1,YG065
1,8,210,10.0,17432.0,200,G1,YG065
1,9,217,7.0,15315.0,200,G1,YG065
1,10,221,4.0,12519.0,200,G1,YG065
1,11,225,4.0,9262.0,200,G1,YG065
1,12,226,1.0,5787.0,200,G1,YG065
1,13,226,0.0,2357.0,200,G1,YG065
1,14,226,0.0,0.0,200,G1,YG065
1,15,226,0.0,0.0,200,G1,YG065
1,16,226,0.0,0.0,200,G1,YG065
1,17,226,0.0,0.0,200,G1,YG065
1,18,226,0.0,0.0,200,G1,YG065
1,19,226,0.0,0.0,200,G1,YG065
1,20,226,0.0,0.0,200,G1,YG065
1,21,226,0.0,0.0,200,G1,YG065
1,22,226,0.0,0.0,200,G1,YG065
1,23,226,0.0,0.0,200,G1,YG065
1,24,226,0.0,0.0,200,G1,YG065
1,25,226,0.0,0.0,200,G1,YG065
1,26,226,0.0,0.0,200,G1,YG065
1,27,226,0.0,0.0,200,G1,YG065
1,28,226,0.0,0.0,200,G1,YG065
